"","Palabra","Puntuacion","Word"
"2466","WINWIN",3,"winwin"
"2467","won",3,"won"
"2468","woohoo",3,"woohoo"
"2469","wooo",4,"wooo"
"2470","woow",4,"woow"
"2471","wOWOW",4,"wowow"
"2472","wowww",4,"wowww"
"2473","wtf",-4,"wtf"
"2474","yeees",2,"yeees"
"2475","",-2,"blame"
"2476","",-2,"blames"
